user_id,device_age_days,sim_swap_count_3m,avg_monthly_inflow,inflow_volatility,utility_bill_payment_ratio,airtime_topup_freq_pm,avg_airtime_topup_val,default_within_30_days
user_137744,534,0,2749.84,0.403,0.807,16,60.05,0
user_137745,109,0,8464.05,0.123,0.951,18,73.13,0
user_137746,652,0,9882.0,0.437,0.616,19,126.72,0
user_137747,706,0,4850.21,0.104,0.679,37,75.58,0
user_137748,923,0,30974.28,0.06,0.775,16,15.33,0
user_137749,986,0,8158.78,0.687,0.326,14,61.63,0
user_137750,248,3,2844.46,0.747,0.76,32,109.44,0
user_137751,546,1,9423.72,0.052,0.866,14,189.1,0
user_137752,940,0,13912.35,0.533,0.529,19,270.59,0
user_137753,756,0,11752.38,0.224,0.525,18,110.16,0
user_137754,736,0,14430.35,0.398,0.989,27,107.06,0
user_137755,495,0,34124.06,0.433,0.715,26,171.91,0
user_137756,823,0,2446.61,0.428,0.544,38,79.28,0
user_137757,547,0,25355.85,0.531,0.404,39,114.64,0
user_137758,920,0,9071.39,0.203,0.884,11,125.32,0
user_137759,841,0,9267.22,0.613,0.794,37,53.38,0
user_137760,531,0,15382.34,0.216,0.417,12,82.76,0
user_137761,87,0,15505.34,0.721,0.731,25,76.98,0
user_137762,366,0,3675.23,0.107,0.85,16,118.7,0
user_137763,539,0,17071.95,0.106,0.501,35,60.98,0
user_137764,843,0,4892.57,0.116,0.745,20,262.26,0
user_137765,643,0,7242.33,0.549,0.629,3,88.86,0
user_137766,455,0,11912.04,0.129,0.895,19,100.25,0
user_137767,589,0,18509.1,0.193,0.595,12,112.7,0
user_137768,399,0,23232.39,0.295,0.892,25,94.07,0
user_137769,440,0,21045.25,0.546,0.89,27,135.58,0
user_137770,817,1,13017.75,0.516,0.811,14,91.12,0
user_137771,995,1,4798.35,0.709,0.662,23,82.6,0
user_137772,912,0,18943.93,0.156,0.616,10,78.34,0
user_137773,704,1,58327.37,0.175,0.725,17,64.51,0
user_137774,873,2,27422.05,0.227,0.936,30,62.6,0
user_137775,461,0,10457.25,0.278,0.243,10,91.68,0
user_137776,992,1,11222.1,0.583,0.679,18,143.95,0
user_137777,225,3,48305.68,0.438,0.929,15,103.22,0
user_137778,406,0,3052.51,0.451,0.615,55,76.41,0
user_137779,977,0,15481.24,0.267,0.738,19,120.7,0
user_137780,394,0,4279.94,0.606,0.625,11,114.35,0
user_137781,865,0,3175.64,0.397,0.742,15,50.62,0
user_137782,673,3,7019.08,0.402,0.896,18,49.11,0
user_137783,964,0,5909.81,0.23,0.595,56,74.37,0
user_137784,434,1,2698.98,0.267,0.751,17,207.9,0
user_137785,521,0,30760.04,0.45,0.694,12,48.92,0
user_137786,95,0,29046.3,0.096,0.624,15,133.9,0
user_137787,941,1,19126.67,0.755,0.746,30,122.62,0
user_137788,420,1,23939.32,0.458,0.9,6,111.73,0
user_137789,112,0,3033.13,0.527,0.882,17,140.24,0
user_137790,510,2,6777.49,0.071,0.632,23,117.99,0
user_137791,806,1,15434.76,0.082,0.494,11,97.75,0
user_137792,258,1,35399.92,0.772,0.55,16,124.07,0
user_137793,814,0,20408.07,0.168,0.76,18,114.65,0
user_137794,760,2,2269.64,0.171,0.8,4,159.0,0
user_137795,254,0,6098.86,0.712,0.822,37,168.5,0
user_137796,142,1,9775.07,0.647,0.678,15,104.04,0
user_137797,681,0,16586.2,0.541,0.632,6,147.41,0
user_137798,214,0,18392.89,0.575,0.494,30,91.73,0
user_137799,541,1,16161.24,0.067,0.423,31,65.1,0
user_137800,202,0,3101.69,0.562,0.713,14,65.74,0
user_137801,917,0,23272.57,0.221,0.631,8,63.98,0
user_137802,552,2,18633.97,0.22,0.596,19,65.68,0
user_137803,938,0,5600.15,0.376,0.598,22,106.54,0
user_137804,700,0,12287.06,0.366,0.657,13,92.02,0
user_137805,234,0,6438.83,0.447,0.414,16,151.69,0
user_137806,771,0,19402.4,0.596,0.439,12,52.37,0
user_137807,567,0,5648.68,0.724,0.497,24,52.94,0
user_137808,348,0,2305.5,0.389,0.745,16,103.97,0
user_137809,188,0,10476.61,0.496,0.611,21,121.63,0
user_137810,307,0,2659.59,0.421,0.383,9,75.64,0
user_137811,931,1,2662.57,0.052,0.629,20,79.48,0
user_137812,177,0,5181.98,0.67,0.78,7,90.9,0
user_137813,807,0,21151.59,0.602,0.606,5,49.84,0
user_137814,112,0,44920.61,0.77,0.804,5,40.81,0
user_137815,448,0,12781.66,0.329,0.888,15,148.38,0
user_137816,567,0,18996.24,0.665,0.517,34,69.0,0
user_137817,612,0,2762.52,0.596,0.627,12,127.02,0
user_137818,578,0,25434.98,0.138,0.772,33,65.47,0
user_137819,421,0,10920.8,0.778,0.781,24,140.28,0
user_137820,162,1,11877.43,0.165,0.643,31,152.68,0
user_137821,969,0,26344.55,0.673,0.923,14,150.34,0
user_137822,667,2,3858.35,0.405,0.744,35,114.8,0
user_137823,656,0,11123.03,0.5,0.677,13,58.93,0
user_137824,633,0,13626.47,0.437,0.918,19,74.79,0
user_137825,271,0,16257.0,0.1,0.513,18,69.75,0
user_137826,480,0,20438.54,0.76,0.866,37,47.1,0
user_137827,229,0,16957.32,0.705,0.831,25,240.9,0
user_137828,748,0,30225.76,0.49,0.655,18,118.56,0
user_137829,146,0,62250.01,0.418,0.588,6,134.8,0
user_137830,248,0,2255.8,0.3,0.946,36,42.91,0
user_137831,334,0,9997.11,0.181,0.903,32,100.8,0
user_137832,272,0,9890.78,0.637,0.581,33,123.47,0
user_137833,321,2,22823.0,0.438,0.79,3,138.34,0
user_137834,823,0,7147.81,0.559,0.707,17,66.73,0
user_137835,330,0,2227.73,0.271,0.715,28,66.22,0
user_137836,858,0,3163.88,0.719,0.987,26,149.4,0
user_137837,713,0,40579.67,0.784,0.546,18,97.26,0
user_137838,417,0,39556.09,0.546,0.763,24,64.22,0
user_137839,617,0,6442.07,0.691,0.835,21,46.82,0
user_137840,238,0,43230.37,0.226,0.752,31,75.52,0
user_137841,343,0,33308.1,0.779,0.977,34,74.19,0
user_137842,646,0,19520.19,0.22,0.898,13,63.05,0
user_137843,55,0,6209.54,0.221,0.822,20,135.8,0
user_137844,892,0,3889.41,0.74,0.707,16,114.52,0
user_137845,108,0,4753.51,0.264,0.847,26,196.78,0
user_137846,157,0,5305.72,0.323,0.716,45,135.78,0
user_137847,442,0,26687.22,0.69,0.688,38,84.76,0
user_137848,166,0,7803.51,0.693,0.703,16,52.15,0
user_137849,363,0,18996.52,0.113,0.679,26,92.6,0
user_137850,577,0,23942.5,0.29,0.522,22,117.91,0
user_137851,417,0,10525.45,0.231,0.78,12,77.13,0
user_137852,600,0,5610.37,0.724,0.861,30,86.81,0
user_137853,259,0,11651.88,0.272,0.467,17,27.25,0
user_137854,450,0,4161.23,0.228,0.613,13,135.61,0
user_137855,153,0,27347.71,0.271,0.411,29,149.66,0
user_137856,117,0,26623.04,0.707,0.611,27,228.5,0
user_137857,878,1,42750.53,0.193,0.655,27,52.25,0
user_137858,170,0,27057.34,0.188,0.482,27,78.56,0
user_137859,945,0,17704.46,0.678,0.674,24,182.87,0
user_137860,814,0,9115.84,0.179,0.514,32,77.29,0
user_137861,80,0,12293.95,0.427,0.787,17,67.24,0
user_137862,596,0,5095.67,0.413,0.927,19,192.4,0
user_137863,958,0,18792.27,0.058,0.759,17,49.16,0
user_137864,434,0,29003.62,0.506,0.881,20,104.61,0
user_137865,366,3,19918.74,0.554,0.302,12,55.47,0
user_137866,691,0,49172.77,0.202,0.506,35,125.3,0
user_137867,694,0,56209.51,0.483,0.735,16,73.25,0
user_137868,992,0,19885.4,0.158,0.799,33,125.14,0
user_137869,760,0,22561.38,0.606,0.702,11,161.61,0
user_137870,760,0,7947.63,0.452,0.827,26,131.73,0
user_137871,395,0,2692.38,0.358,0.87,25,97.89,0
user_137872,937,3,31315.09,0.771,0.639,20,106.23,0
user_137873,940,0,19468.28,0.765,0.913,12,54.17,0
user_137874,883,0,52209.94,0.079,0.616,11,194.54,0
user_137875,287,0,2004.68,0.274,0.513,25,155.78,0
user_137876,417,0,20869.93,0.23,0.645,15,52.04,0
user_137877,74,0,6685.06,0.765,0.763,24,83.81,0
user_137878,298,1,10812.77,0.188,0.83,18,114.46,0
user_137879,340,0,11009.29,0.091,0.699,33,112.88,0
user_137880,701,0,2545.1,0.201,0.539,30,34.94,0
user_137881,307,0,30662.04,0.614,0.587,34,60.93,0
user_137882,886,0,3388.76,0.436,0.482,30,50.25,0
user_137883,504,0,47806.53,0.775,0.661,16,78.39,0
user_137884,596,0,14695.01,0.659,0.516,21,159.05,0
user_137885,174,0,6817.17,0.198,0.407,13,102.32,0
user_137886,995,1,17270.11,0.333,0.93,11,106.17,0
user_137887,264,0,41333.64,0.661,0.637,30,131.87,0
user_137888,720,0,24764.82,0.602,0.955,22,36.91,0
user_137889,749,2,4715.51,0.298,0.499,11,37.29,0
user_137890,165,0,7563.45,0.492,0.808,9,47.28,0
user_137891,474,1,3724.45,0.488,0.882,25,222.56,0
user_137892,382,0,21711.3,0.709,0.584,18,142.49,0
user_137893,423,0,5365.15,0.066,0.849,11,58.2,0
user_137894,304,0,22533.85,0.244,0.73,17,49.91,0
user_137895,413,0,4118.78,0.583,0.546,38,114.19,0
user_137896,939,0,23567.82,0.536,0.649,13,69.69,0
user_137897,352,0,12837.4,0.306,0.588,17,137.33,0
user_137898,212,0,29367.27,0.694,0.421,27,138.28,0
user_137899,602,0,12975.76,0.601,0.707,10,169.03,0
user_137900,469,0,6287.46,0.499,0.845,9,114.3,0
user_137901,92,0,19138.4,0.234,0.712,14,101.67,0
user_137902,902,0,7356.97,0.273,0.766,34,156.1,0
user_137903,756,0,3447.99,0.535,0.716,14,81.74,0
user_137904,901,0,28300.02,0.774,0.727,26,139.78,0
user_137905,680,1,21614.06,0.69,0.71,26,79.53,0
user_137906,972,0,2887.48,0.207,0.695,24,105.36,0
user_137907,675,0,41249.2,0.611,0.856,11,53.4,0
user_137908,63,1,5414.86,0.753,0.566,4,64.72,0
user_137909,734,0,22416.64,0.124,0.55,10,135.02,0
user_137910,896,2,2332.2,0.56,0.736,25,85.23,0
user_137911,861,0,11776.31,0.114,0.827,24,137.44,0
user_137912,506,0,6451.62,0.054,0.633,30,64.94,0
user_137913,116,0,14150.48,0.782,0.76,32,57.9,0
user_137914,239,1,6724.05,0.207,0.497,25,52.14,0
user_137915,491,0,12303.2,0.65,0.744,14,60.49,0
user_137916,110,0,2170.12,0.469,0.514,23,83.13,0
user_137917,351,0,37771.35,0.522,0.551,20,61.96,0
user_137918,444,0,26793.24,0.164,0.604,26,149.85,0
user_137919,880,0,2379.28,0.618,0.797,34,86.47,0
user_137920,219,2,66543.28,0.304,0.625,15,94.89,0
user_137921,979,1,41462.48,0.502,0.657,18,213.48,0
user_137922,889,0,18157.54,0.349,0.913,11,44.82,0
user_137923,262,0,9514.45,0.184,0.688,29,100.09,0
user_137924,421,1,34298.77,0.152,0.553,4,91.09,0
user_137925,967,1,31300.32,0.345,0.944,23,66.86,0
user_137926,198,1,10204.65,0.056,0.379,23,64.48,0
user_137927,472,1,20306.67,0.773,0.941,37,118.99,0
user_137928,792,0,26945.22,0.265,0.677,27,85.06,0
user_137929,197,0,27512.28,0.557,0.544,12,98.7,0
user_137930,260,0,56458.25,0.479,0.874,15,61.2,0
user_137931,179,0,26142.71,0.598,0.654,25,66.55,0
user_137932,693,0,14137.96,0.671,0.653,27,188.44,0
user_137933,579,0,26448.52,0.707,0.799,19,108.47,0
user_137934,415,0,7395.59,0.553,0.758,20,90.25,0
user_137935,410,0,6256.53,0.341,0.882,11,69.69,0
user_137936,838,2,7267.46,0.42,0.773,20,128.47,0
user_137937,304,0,13785.79,0.325,0.811,30,53.02,0
user_137938,646,0,15322.33,0.763,0.572,7,49.68,0
user_137939,927,0,7790.76,0.29,0.527,16,213.33,0
user_137940,889,0,11860.94,0.249,0.663,26,48.05,0
user_137941,893,0,14908.6,0.461,0.66,12,174.31,0
user_137942,91,0,6873.96,0.122,0.722,20,95.09,0
user_137943,496,0,2877.02,0.713,0.611,14,93.84,0
user_137944,557,0,3673.12,0.789,0.853,8,69.57,0
user_137945,891,0,16228.99,0.311,0.76,16,74.8,0
user_137946,179,0,40227.95,0.137,0.757,20,34.24,0
user_137947,171,1,10849.32,0.258,0.821,26,188.73,0
user_137948,145,0,12655.05,0.364,0.616,22,81.43,0
user_137949,853,0,2615.19,0.679,0.333,22,32.72,0
user_137950,94,0,47655.07,0.776,0.804,15,185.62,0
user_137951,458,1,31309.99,0.59,0.845,43,50.7,0
user_137952,339,0,12044.54,0.749,0.477,40,128.06,0
user_137953,735,0,34080.76,0.186,0.67,17,95.49,0
user_137954,883,0,10616.21,0.747,0.554,17,176.01,0
user_137955,459,0,11170.91,0.484,0.794,21,287.72,0
user_137956,190,0,19233.48,0.387,0.773,36,283.38,0
user_137957,335,1,7859.01,0.39,0.867,13,42.59,0
user_137958,390,0,33996.7,0.765,0.7,20,65.14,0
user_137959,307,0,5606.71,0.324,0.928,23,73.74,0
user_137960,325,0,50526.39,0.167,0.763,11,101.39,0
user_137961,580,0,41263.34,0.494,0.726,10,225.02,0
user_137962,902,0,8361.45,0.133,0.533,8,47.31,0
user_137963,198,0,18209.57,0.584,0.631,21,48.4,0
user_137964,488,0,12297.96,0.051,0.676,17,218.08,0
user_137965,609,0,15175.15,0.356,0.615,15,61.24,0
user_137966,36,0,4845.05,0.65,0.687,7,157.29,0
user_137967,626,0,22709.81,0.357,0.87,57,44.74,0
user_137968,740,0,12710.33,0.624,0.788,14,135.2,0
user_137969,161,0,3650.24,0.578,0.594,19,108.56,0
user_137970,617,0,26086.04,0.552,0.632,17,19.72,0
user_137971,791,0,36812.72,0.36,0.921,5,101.88,0
user_137972,376,0,2092.9,0.739,0.566,23,37.8,0
user_137973,984,0,26664.55,0.32,0.814,22,78.41,0
user_137974,750,0,14568.89,0.336,0.912,12,31.9,0
user_137975,625,1,2775.72,0.573,0.749,26,36.88,0
user_137976,764,0,10847.32,0.61,0.608,30,69.42,0
user_137977,282,0,10058.8,0.286,0.137,22,83.89,0
user_137978,439,0,5198.43,0.647,0.841,17,131.74,0
user_137979,572,0,8694.93,0.67,0.945,30,136.55,0
user_137980,384,0,12486.0,0.084,0.742,33,79.39,0
user_137981,742,0,13948.65,0.402,0.828,29,44.4,0
user_137982,994,0,4365.57,0.545,0.713,17,123.94,0
user_137983,593,1,15249.3,0.238,0.611,10,172.09,0
user_137984,397,0,6449.1,0.547,0.916,31,73.44,0
user_137985,613,0,4670.77,0.183,0.434,10,58.45,0
user_137986,540,0,8024.9,0.058,0.587,16,62.98,0
user_137987,562,0,17193.83,0.486,0.778,19,84.6,0
user_137988,557,0,50162.1,0.1,0.615,15,134.04,0
user_137989,976,0,28106.06,0.389,0.781,27,68.77,0
user_137990,557,1,32078.54,0.376,0.906,24,52.47,0
user_137991,431,0,5659.75,0.764,0.867,25,76.75,0
user_137992,204,0,11284.56,0.141,0.821,12,59.33,0
user_137993,853,0,10871.51,0.425,0.525,15,67.57,0
user_137994,953,0,11254.65,0.639,0.568,17,155.5,0
user_137995,879,0,5341.68,0.129,0.92,10,88.03,0
user_137996,107,0,29807.79,0.531,0.715,13,98.59,0
user_137997,469,1,8045.81,0.769,0.679,3,90.47,0
user_137998,781,0,11646.51,0.061,0.548,49,110.66,0
user_137999,578,0,8756.39,0.401,0.496,30,43.91,0
user_138000,261,0,8400.9,0.691,0.621,15,99.99,0
user_138001,429,0,16277.76,0.187,0.576,26,110.54,0
user_138002,242,0,76449.72,0.511,0.622,33,61.63,0
user_138003,222,0,34430.33,0.474,0.676,9,85.97,0
user_138004,601,0,41422.07,0.567,0.67,10,53.81,0
user_138005,730,0,10537.78,0.597,0.485,31,92.24,0
user_138006,296,0,5163.77,0.498,0.376,11,54.87,0
user_138007,155,0,2203.98,0.627,0.483,11,149.68,0
user_138008,744,0,2671.24,0.222,0.787,11,119.65,0
user_138009,863,0,21442.29,0.705,0.805,16,92.7,0
user_138010,411,0,8769.04,0.734,0.666,20,94.53,0
user_138011,573,0,17901.02,0.221,0.63,13,73.71,0
user_138012,531,0,14068.94,0.793,0.904,9,241.55,0
user_138013,432,0,60589.24,0.639,0.664,33,97.3,0
user_138014,853,0,20706.98,0.125,0.765,16,135.46,0
user_138015,290,0,62809.05,0.34,0.918,23,54.28,0
user_138016,416,0,7354.72,0.056,0.821,16,115.14,0
user_138017,441,2,8044.2,0.389,0.534,29,127.98,0
user_138018,375,2,12703.64,0.566,0.818,30,54.77,0
user_138019,123,0,12294.24,0.322,0.824,34,79.74,0
user_138020,357,0,13024.19,0.17,0.72,34,102.26,0
user_138021,129,0,30668.51,0.768,0.826,17,63.12,0
user_138022,826,0,20786.76,0.165,0.705,20,120.68,0
user_138023,490,0,4941.67,0.78,0.45,20,40.08,0
user_138024,344,1,15258.91,0.552,0.731,36,61.78,0
user_138025,54,0,4888.2,0.153,0.695,28,131.56,0
user_138026,947,0,10202.12,0.681,0.816,18,90.67,0
user_138027,523,0,38038.29,0.708,0.7,43,52.01,0
user_138028,382,0,3139.66,0.162,0.914,17,82.36,0
user_138029,898,3,51576.99,0.487,0.46,12,212.53,0
user_138030,146,0,5755.02,0.713,0.779,21,66.18,0
user_138031,228,0,4895.4,0.629,0.68,20,82.78,0
user_138032,308,0,11824.65,0.205,0.545,15,179.6,0
user_138033,611,0,35752.49,0.123,0.752,15,94.06,0
user_138034,876,0,5115.76,0.486,0.771,18,86.87,0
user_138035,108,0,2113.66,0.411,0.929,35,53.11,0
user_138036,453,0,10142.09,0.777,0.893,10,150.36,0
user_138037,383,0,14780.91,0.373,0.739,15,51.34,0
user_138038,555,0,22627.73,0.158,0.672,35,51.81,0
user_138039,570,0,2864.56,0.335,0.792,25,104.78,0
user_138040,685,0,13070.94,0.086,0.265,12,72.82,0
user_138041,506,0,4737.87,0.404,0.77,21,55.93,0
user_138042,884,0,10433.55,0.792,0.816,35,80.95,0
user_138043,39,1,54301.84,0.573,0.863,11,106.45,0
user_138044,588,0,60562.01,0.337,0.566,27,131.86,0
user_138045,532,0,65347.03,0.729,0.721,25,168.73,0
user_138046,289,0,8771.7,0.274,0.364,13,66.69,0
user_138047,553,0,20206.6,0.432,0.564,9,41.79,0
user_138048,839,0,32913.82,0.666,0.779,7,70.05,0
user_138049,767,0,12568.42,0.573,0.854,15,82.42,0
user_138050,801,0,11650.99,0.088,0.608,8,85.19,0
user_138051,625,0,21216.3,0.718,0.742,17,82.53,0
user_138052,889,1,12482.29,0.52,0.68,15,53.41,0
user_138053,889,0,15094.0,0.791,0.677,23,97.05,0
user_138054,35,0,11050.23,0.73,0.82,19,172.15,0
user_138055,939,0,21722.0,0.398,0.814,20,208.61,0
user_138056,788,0,30431.18,0.624,0.88,38,100.21,0
user_138057,64,0,11076.53,0.615,0.829,6,131.92,0
user_138058,204,0,12131.6,0.078,0.647,27,81.6,0
user_138059,471,0,40408.03,0.444,0.66,14,69.61,0
user_138060,606,0,14422.31,0.376,0.865,23,43.81,0
user_138061,176,0,11662.81,0.234,0.238,17,69.06,0
user_138062,598,0,55018.82,0.09,0.752,11,96.27,0
user_138063,222,0,3030.92,0.513,0.84,22,80.31,0
user_138064,42,2,16633.04,0.367,0.446,10,72.97,0
user_138065,933,0,2388.26,0.067,0.947,28,54.86,0
user_138066,559,1,10938.72,0.787,0.644,22,176.8,0
user_138067,275,0,7880.02,0.797,0.726,8,95.91,0
user_138068,704,0,10553.42,0.738,0.757,32,60.36,0
user_138069,884,0,36997.77,0.282,0.874,29,66.88,0
user_138070,143,0,12675.94,0.564,0.456,29,132.31,0
user_138071,823,0,15151.04,0.651,0.94,24,100.51,0
user_138072,262,0,7995.68,0.168,0.554,22,105.69,0
user_138073,707,0,65243.43,0.413,0.744,24,78.81,0
user_138074,351,0,57188.55,0.603,0.704,22,97.92,0
user_138075,567,0,32806.27,0.274,0.455,24,145.7,0
user_138076,155,0,20472.21,0.123,0.953,24,122.59,0
user_138077,342,0,10379.65,0.463,0.811,22,86.94,0
user_138078,540,0,4029.75,0.358,0.733,13,58.86,0
user_138079,513,0,37976.62,0.389,0.887,7,50.52,0
user_138080,310,0,13451.02,0.671,0.852,26,87.62,0
user_138081,827,1,14374.87,0.354,0.569,26,116.55,0
user_138082,932,0,3622.43,0.488,0.933,14,31.0,0
user_138083,312,0,25595.24,0.709,0.876,22,153.12,0
user_138084,680,0,14055.72,0.534,0.786,53,20.39,0
user_138085,642,0,6484.09,0.599,0.655,20,96.11,0
user_138086,421,0,4828.0,0.533,0.893,32,111.95,0
user_138087,552,0,16276.89,0.338,0.639,64,29.03,0
user_138088,411,0,31919.25,0.133,0.693,15,231.83,0
user_138089,245,0,13171.18,0.339,0.881,25,56.03,0
user_138090,571,0,31566.46,0.505,0.654,61,41.79,0
user_138091,635,0,5110.95,0.072,0.822,16,54.87,0
user_138092,145,1,14091.06,0.656,0.52,21,38.14,0
user_138093,538,0,10727.47,0.716,0.703,35,56.72,0
user_138094,529,0,7850.98,0.074,0.973,38,119.97,0
user_138095,300,0,3582.82,0.467,0.769,40,52.67,0
user_138096,469,2,5463.76,0.758,0.412,24,132.76,0
user_138097,320,0,34879.1,0.403,0.548,7,66.13,0
user_138098,68,0,8745.36,0.706,0.585,27,90.17,0
user_138099,53,1,31275.57,0.197,0.957,14,65.5,0
user_138100,805,1,27240.01,0.113,0.7,29,52.13,0
user_138101,72,0,7456.18,0.687,0.409,10,107.63,0
user_138102,199,0,11756.75,0.405,0.724,35,74.07,0
user_138103,369,0,11057.5,0.302,0.84,36,109.66,0
user_138104,198,0,36102.47,0.463,0.714,14,40.82,0
user_138105,844,0,16316.35,0.599,0.777,33,145.41,0
user_138106,567,1,10630.03,0.414,0.696,22,175.58,0
user_138107,721,0,12992.06,0.311,0.86,28,32.43,0
user_138108,501,0,29632.67,0.725,0.85,14,61.56,0
user_138109,691,1,7519.05,0.517,0.896,27,251.32,0
user_138110,674,0,10068.88,0.513,0.821,14,75.04,0
user_138111,172,0,4097.55,0.496,0.706,21,79.91,0
user_138112,705,0,14590.23,0.315,0.657,26,32.15,0
user_138113,130,0,54502.26,0.766,0.459,25,104.31,0
user_138114,604,0,8329.35,0.762,0.842,12,48.05,0
user_138115,634,0,44391.76,0.581,0.592,37,36.77,0
user_138116,748,0,26486.72,0.348,0.694,22,162.15,0
user_138117,504,0,25585.49,0.263,0.914,49,91.52,0
user_138118,974,0,22353.57,0.774,0.911,14,103.96,0
user_138119,340,0,23398.25,0.336,0.838,27,52.39,0
user_138120,613,1,8166.52,0.305,0.863,30,55.14,0
user_138121,89,0,28779.88,0.759,0.608,14,91.95,0
user_138122,982,0,56597.43,0.252,0.743,24,50.71,0
user_138123,58,0,3653.9,0.266,0.436,8,72.63,0
user_138124,560,0,4035.43,0.352,0.702,14,146.47,0
user_138125,102,0,2175.13,0.76,0.593,12,324.96,0
user_138126,423,0,20166.76,0.171,0.55,35,174.52,0
user_138127,898,0,3129.5,0.512,0.749,20,88.18,0
user_138128,423,0,13068.22,0.523,0.388,17,72.14,0
user_138129,787,0,19462.31,0.597,0.937,9,89.69,0
user_138130,510,0,15544.39,0.255,0.908,23,104.73,0
user_138131,502,0,16018.89,0.275,0.84,19,101.38,0
user_138132,342,0,50838.61,0.234,0.716,17,91.13,0
user_138133,467,0,7378.57,0.415,0.766,22,83.71,0
user_138134,981,0,16525.22,0.379,0.442,18,70.67,0
user_138135,353,0,16779.06,0.524,0.881,24,72.52,0
user_138136,994,0,6841.42,0.584,0.836,19,119.96,0
user_138137,116,0,7412.35,0.658,0.632,34,55.6,0
user_138138,388,0,22253.52,0.389,0.731,22,126.84,0
user_138139,724,0,7668.55,0.516,0.349,27,147.55,0
user_138140,226,0,5959.88,0.217,0.829,22,52.93,0
user_138141,785,0,63693.47,0.571,0.939,33,57.41,0
user_138142,869,0,3461.11,0.788,0.761,8,59.88,0
user_138143,414,0,7627.34,0.674,0.743,31,115.84,0
user_138144,147,0,29554.69,0.329,0.722,16,161.95,0
user_138145,527,0,5400.33,0.414,0.876,14,74.33,0
user_138146,937,0,6459.65,0.144,0.886,13,365.41,0
user_138147,960,0,4655.41,0.419,0.627,20,173.33,0
user_138148,913,0,15201.3,0.41,0.85,26,78.46,0
user_138149,491,0,2039.9,0.375,0.632,5,100.12,0
user_138150,525,0,33275.78,0.356,0.708,13,137.89,0
user_138151,623,0,9059.7,0.059,0.395,32,124.56,0
user_138152,999,0,12437.59,0.129,0.972,21,62.37,0
user_138153,276,0,6289.31,0.215,0.66,27,91.94,0
user_138154,263,3,2644.26,0.341,0.737,40,136.53,0
user_138155,446,0,51187.32,0.532,0.77,36,80.69,0
user_138156,496,0,33895.32,0.13,0.562,12,114.65,0
user_138157,511,0,6851.04,0.64,0.651,12,129.87,0
user_138158,394,0,3569.87,0.391,0.988,15,71.11,0
user_138159,182,0,10972.0,0.132,0.552,20,269.98,0
user_138160,301,1,13998.88,0.596,0.921,27,62.35,0
user_138161,421,0,14675.51,0.051,0.594,39,143.37,0
user_138162,576,1,39278.42,0.685,0.721,15,127.58,0
user_138163,754,0,18766.4,0.716,0.669,31,92.54,0
user_138164,752,1,16364.33,0.538,0.723,39,51.18,0
user_138165,459,0,3340.22,0.683,0.695,18,135.51,0
user_138166,680,0,13157.58,0.326,0.801,4,57.89,0
user_138167,218,0,14075.43,0.731,0.828,7,137.97,0
user_138168,841,0,16909.56,0.152,0.81,25,74.34,0
user_138169,936,0,4630.24,0.371,0.927,39,124.82,0
user_138170,281,0,50592.27,0.333,0.592,8,121.87,0
user_138171,424,0,14741.81,0.692,0.694,22,41.04,0
user_138172,691,0,10078.87,0.083,0.682,30,37.5,0
user_138173,882,0,18346.79,0.406,0.865,26,95.02,0
user_138174,248,2,4345.11,0.47,0.793,30,50.38,0
user_138175,623,0,10594.99,0.517,0.917,10,129.37,0
user_138176,219,0,21146.41,0.276,0.746,32,52.58,0
user_138177,263,2,44331.25,0.766,0.824,32,97.46,0
user_138178,717,0,10877.05,0.739,0.688,21,188.39,0
user_138179,261,0,16934.15,0.401,0.798,25,108.36,0
user_138180,387,0,10455.59,0.703,0.62,32,80.6,0
user_138181,507,1,13131.44,0.342,0.989,17,171.85,0
user_138182,604,0,12485.6,0.123,0.489,24,216.84,0
user_138183,976,0,19881.34,0.178,0.927,16,115.14,0
user_138184,458,0,17895.82,0.631,0.736,13,128.98,0
user_138185,266,0,2118.57,0.248,0.571,21,222.99,0
user_138186,62,0,3304.81,0.695,0.62,6,123.2,0
user_138187,242,0,23441.63,0.725,0.934,23,53.04,0
user_138188,601,0,4641.72,0.213,0.307,27,68.31,0
user_138189,408,2,24017.3,0.056,0.526,28,148.26,0
user_138190,31,0,27347.24,0.353,0.743,10,69.5,0
user_138191,938,0,42943.69,0.056,0.81,17,92.84,0
user_138192,479,0,27223.12,0.237,0.838,22,96.08,0
user_138193,598,0,13437.23,0.426,0.82,10,331.94,0
user_138194,456,2,5559.49,0.391,0.812,37,47.22,0
user_138195,842,1,4065.84,0.527,0.798,20,54.56,0
user_138196,828,0,33070.16,0.071,0.75,13,111.75,0
user_138197,679,0,9422.71,0.405,0.654,20,102.4,0
user_138198,308,0,2804.43,0.363,0.53,27,40.75,0
user_138199,243,0,8401.47,0.231,0.924,17,182.61,0
user_138200,780,0,32453.56,0.566,0.951,26,34.21,0
user_138201,314,0,14390.47,0.295,0.796,10,206.51,0
user_138202,572,0,17384.91,0.422,0.91,11,212.04,0
user_138203,747,0,6384.04,0.195,0.892,12,68.55,0
user_138204,999,0,2295.21,0.184,0.734,17,108.2,0
user_138205,303,0,39293.31,0.477,0.348,17,64.75,0
user_138206,40,0,3155.68,0.117,0.636,15,196.19,0
